persona_id,persona,nivel_cargo,cargo_actual,jurisdiccion,oa_nombre,nombre_normalizado_exacto,oa_personas_por_cuit,oa_person_key,oa_anios_seleccionados,evidencia_misma_institucion_anios,presentacion_cargo_actual_localizada,ultimo_anio_oa,ultimo_organismo_oa,ultimo_cargo_oa,estado_revision_identidad,siguiente_accion
sen-soria-martin-ignacio,Martin Ignacio Soria,Senado nacional,Senador/a nacional,Río Negro,SORIA MARTIN IGNACIO,no,1,ddd6f04da2d3ed98,2019|2020|2021|2022|2023|2024,,sí,2024,MINISTERIO DE JUSTICIA,Ministro de Justicia y Derechos Humanos,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-suarez-rodolfo-alejandro,Rodolfo Alejandro Suárez,Senado nacional,Senador/a nacional,Mendoza,SUAREZ RODOLFO ALEJANDRO,no,1,62b9e4deb962e3a6,2020|2023|2024,2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-terenzi-edith-elizabeth,Edith Elizabeth Terenzi,Senado nacional,Senador/a nacional,Chubut,TERENZI EDITH ELIZABETH,no,1,4b2587d9235b5cd7,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-unac-sergio-mauricio,Sergio Mauricio Uñac,Senado nacional,Senador/a nacional,San Juan,UÑAC SERGIO MAURICIO,no,1,efcc978822bc0b3d,2023|2024,2023|2024,no,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-valenzuela-mercedes-gabriela,Mercedes Gabriela Valenzuela,Senado nacional,Senador/a nacional,Corrientes,VALENZUELA MERCEDES GABRIELA,no,1,b62c046b4fd70390,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-vigo-alejandra-maria,Alejandra María Vigo,Senado nacional,Senador/a nacional,Córdoba,VIGO ALEJANDRA MARIA,no,1,abd193f2f3c096eb,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-vischi-eduardo-alejandro,Eduardo Alejandro Vischi,Senado nacional,Senador/a nacional,Corrientes,VISCHI EDUARDO ALEJANDRO,no,1,5bc2576aa1c113ed,2021|2022|2023|2024,2021|2022|2023|2024,no,2024,,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-zamora-gerardo,Gerardo Zamora,Senado nacional,Senador/a nacional,Santiago del Estero,ZAMORA GERARDO,no,1,46b547691d146b83,2017|2020|2021|2022,2017,sí,2022,,CANDIDATO PARLAMENTARIO DEL MERCOSUR,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-milei-javier-gerardo,Javier Gerardo Milei,Conducción superior PEN,Presidente de la Nación,Nación,MILEI JAVIER GERARDO,no,1,7bf5c8b9890b2217,2020|2021|2022|2023|2024,,no,2024,,Presidente de la Nación,serie_curada,Mantener auditoría persona-año y sumar el ejercicio 2025 cuando exista fuente primaria.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,Conducción superior PEN,Vicepresidenta de la Nación,Nación,VILLARRUEL VICTORIA EUGENIA,no,1,6c13111292b8757d,2020|2021|2022|2023|2024,2023|2024,no,2024,SECRETARIA GENERAL DE LA PRESIDENCIA DE LA NACION,VICEPRESIDENTE DE LA NACION,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-santilli-diego-cesar,Diego César Santilli,Conducción superior PEN,Jefe de Gabinete de Ministros,Nación,SANTILLI DIEGO CESAR,no,1,14b3d91da1830389,2020|2021|2022|2023|2024,,no,2024,,Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-milei-karina-elizabeth,Karina Elizabeth Milei,Conducción superior PEN,Secretaria General de la Presidencia,Nación,MILEI KARINA ELIZABETH,no,1,77f63443f9a429a5,2023|2024,2023|2024,no,2024,,Secretaria General de Presidencia,serie_curada,Mantener auditoría persona-año y sumar el ejercicio 2025 cuando exista fuente primaria.
pen-quirno-pablo,Pablo Quirno,Conducción superior PEN,"Ministro de Relaciones Exteriores, Comercio Internacional y Culto",Nación,QUIRNO PABLO,no,2,,2017|2018|2019|2023|2024,2017|2018|2019|2024,no,2024,MINISTERIO DE ECONOMIA,SECRETARIO DE FINANZAS,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
pen-presti-carlos-alberto,Carlos Alberto Presti,Conducción superior PEN,Ministro de Defensa,Nación,PRESTI CARLOS ALBERTO,no,1,e8410c8ad6c3958b,2017|2018|2019|2020|2021|2022|2023,,no,2023,CONTADURIA GENERAL DEL EJERCITO,COMANDANTE IV BRIGADA AEROTRANSPORTADA,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-caputo-luis-andres,Luis Andrés Caputo,Conducción superior PEN,Ministro de Economía,Nación,CAPUTO LUIS ANDRES,no,1,490930fe00b26264,2017|2018|2023|2024,2017,no,2024,,Ministro de Economia,serie_curada,Mantener auditoría persona-año y sumar el ejercicio 2025 cuando exista fuente primaria.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,Conducción superior PEN,Ministro de Justicia,Nación,MAHIQUES JUAN BAUTISTA,no,1,1b6cef381da5fc67,2017|2018|2019,2017|2018|2019,no,2019,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Subsecretario Asuntos Penitenciarios y Rel,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-monteoliva-alejandra-susana,Alejandra Susana Monteoliva,Conducción superior PEN,Ministra de Seguridad Nacional,Nación,MONTEOLIVA ALEJANDRA SUSANA,no,1,e67aee9884e78150,2017|2018|2019|2020|2024,2017|2018|2019|2020|2024,no,2024,MINISTERIO DE SEGURIDAD,Secretaria de seguridad de la Nacion,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-lugones-mario-ivan,Mario Iván Lugones,Conducción superior PEN,Ministro de Salud,Nación,LUGONES MARIO IVAN,no,1,1b20f522bf95ef9d,2023|2024,,no,2024,,MINISTRO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,Conducción superior PEN,Ministra de Capital Humano,Nación,PETTOVELLO SANDRA VIVIANA,no,1,826e010918541718,2022|2023|2024,,no,2024,,MINISTRA DE CAPITAL HUMANO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,Conducción superior PEN,Ministro de Desregulación y Transformación del Estado,Nación,STURZENEGGER FEDERICO ADOLFO,no,1,3e30172cf6b6470f,2017|2018|2024,2024,no,2024,MINISTERIO DE DESREGULACION Y TRANSFORMACION DEL E,Ministro Desregulación y Transformación del Estado,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-kicillof-axel,Axel Kicillof,Gobernaciones,Gobernador/a,Buenos Aires,KICILLOF AXEL,no,1,fa3f52bf9b67b870,2017|2018|2019,,no,2019,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL POR LA CUDAD DE BUENOS AIRES,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-zdero-leandro-cesar,Leandro César Zdero,Gobernaciones,Gobernador/a,Chaco,ZDERO LEANDRO CESAR,no,1,b08904a364c50928,2017,,no,2017,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,Jefe Regional Noroeste ANSES,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-torres-ignacio-agustin,Ignacio Agustín Torres,Gobernaciones,Gobernador/a,Chubut,TORRES IGNACIO AGUSTIN,no,1,a686a6b00f6a81b1,2017|2018|2019|2020|2021|2022|2023,,no,2023,HONORABLE SENADO DE LA NACION,Senador de la Nación Argentina,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-llaryora-martin-miguel,Martín Miguel Llaryora,Gobernaciones,Gobernador/a,Córdoba,LLARYORA MARTIN MIGUEL,no,1,f2c3fe6deaa63a00,2017|2018|2019,,no,2019,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-frigerio-rogelio,Rogelio Frigerio,Gobernaciones,Gobernador/a,Entre Ríos,FRIGERIO ROGELIO,no,1,88f4403502f47196,2017|2018|2019|2021|2022,,no,2022,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-insfran-gildo,Gildo Insfrán,Gobernaciones,Gobernador/a,Formosa,INSFRAN GILDO,no,1,06326902132ce874,2022,,no,2022,,Senador Suplente,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-ziliotto-sergio-raul,Sergio Raúl Ziliotto,Gobernaciones,Gobernador/a,La Pampa,ZILIOTTO SERGIO RAUL,no,1,7c60a8c1e4c88039,2017|2018|2019,,no,2019,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-figueroa-rolando-ceferino,Rolando Ceferino Figueroa,Gobernaciones,Gobernador/a,Neuquén,FIGUEROA ROLANDO CEFERINO,no,1,0e17a5c72e050bd0,2020|2021|2022,,no,2022,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-vidal-claudio-orlando,Claudio Orlando Vidal,Gobernaciones,Gobernador/a,Santa Cruz,VIDAL CLAUDIO ORLANDO,no,1,94bfdab50f34843a,2021|2022,,no,2022,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-poggi-claudio-javier,Claudio Javier Poggi,Gobernaciones,Gobernador/a,San Luis,POGGI CLAUDIO JAVIER,no,1,c0a4b917ab4c2949,2017|2018|2019|2020|2021|2022|2023,,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-weretilneck-alberto-edgardo,Alberto Edgardo Weretilneck,Gobernaciones,Gobernador/a,Río Negro,WERETILNECK ALBERTO EDGARDO,no,1,84caf47fa9ee6612,2018|2019|2020|2021|2022|2023,,no,2023,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-adorni-francisco-jorge,Adorni Francisco Jorge,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,ADORNI FRANCISCO JORGE,sí,1,d578de2f45f4d98c,2024,,no,2024,MINISTERIO DE DEFENSA,AUDITOR INTERNO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-alvado-maite-milagros,Alvado Maite Milagros,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,ALVADO MAITE MILAGROS,sí,1,679d67ba032b2496,2018,,no,2018,H CAMARA DE DIPUTADOS PCIA BS AS,Diputada Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-balor-ana-luz,Balor Ana Luz,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,BALOR ANA LUZ,sí,1,76594d0129bc86df,2022|2023|2024,,no,2024,H CAMARA DE DIPUTADOS PCIA BS AS,LEGISLADORA DE LA PROVINCIA DE BS AS,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-basualdo-marcela-maria-amelia,Basualdo Marcela María Amelia,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,BASUALDO MARCELA MARIA AMELIA,sí,1,5c28f9f849dc9645,2020|2021|2022|2023,,no,2023,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,ANSES,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-blanco-natalia-miriam,Blanco Natalia Miriam,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,BLANCO NATALIA MIRIAM,sí,1,93f66835061d7c6d,2018|2019|2020|2021|2022|2023|2024,,no,2024,MUNICIPALIDAD DE ZARATE,CONCEJAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-bontempo-leticia-ines,Bontempo Leticia Inés,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,BONTEMPO LETICIA INES,sí,1,ebff4e450f83e180,2017|2018|2020,,no,2020,MUNICIPALIDAD DE ALMIRANTE BROWN,CONCEJAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-coitinho-maria-fernanda,Coitinho Maria Fernanda,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,COITINHO MARIA FERNANDA,sí,1,a9091b6f5618ebfa,2024,,no,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,JEFE DE AGENCIA,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-corvino-analia-ester,Corvino Analía Ester,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,CORVINO ANALIA ESTER,sí,1,987205bfd817100b,2024,,no,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,Jefa de Oficna en ANSES San Pedro -Buenos Aires,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-endere-martin-julian,Endere Martín Julián,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,ENDERE MARTIN JULIAN,sí,1,0a719deb8ebffdf6,2017,,no,2017,SUPERINTENDENCIA DE SEGUROS DE LA NACION,SUBGERENTE DE REASEGUROS,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-fernandez-maria-laura,Fernández Maria Laura,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,FERNANDEZ MARIA LAURA,sí,3,,2017|2018|2019|2020|2021|2022|2023|2024,,no,2024,OPERADORA FERROVIARIA S.A.,Comisión Evaluadora,historial_oa_posible_cargo_nacional_previo,No atribuir al cargo provincial actual: localizar primero el régimen y la DDJJ provincial.
prov-ba-dip-gay-hector-norberto,Gay Hector Norberto,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,GAY HECTOR NORBERTO,sí,1,d317040bb6bef62e,2017|2018|2019|2020|2021|2022|2023,,no,2023,MUNICIPALIDAD DE BAHIA BLANCA,INTENDENTE MUNICIPAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-lissalde-ricardo,Lissalde Ricardo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LISSALDE RICARDO,sí,1,c26bca8582dc57f0,2020,,no,2020,ADMINISTRACION DE INFRAESTRUCTURAS FERROVIARIA SOC,Presidente Adm de Infraest Ferrov Soc Estado,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-malpeli-juan-martin,Malpeli Juan Martín,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,MALPELI JUAN MARTIN,sí,1,2b58c6aaeadcfdc7,2019|2020|2021|2022,,no,2022,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,diputado,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-mendoza-mayra-soledad,Mendoza Mayra Soledad,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,MENDOZA MAYRA SOLEDAD,sí,1,03c161a0bcaadda8,2017|2018,,no,2018,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-miranda-valentin,Miranda Valentin,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,MIRANDA VALENTIN,sí,1,ea4c8efc7f6d646a,2020,,no,2020,H CAMARA DE DIPUTADOS PCIA BS AS,DIPUTADO DE LA PROVINCIA DE BUENOS AIRES,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-moreno-leonardo-jose,Moreno Leonardo José,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,MORENO LEONARDO JOSE,sí,1,896779a7768491b2,2020|2021|2022,,no,2022,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,GERENTE DE UDAI,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-morillo-pablo-ezequiel,Morillo Pablo Ezequiel,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,MORILLO PABLO EZEQUIEL,sí,1,ed1e7a9d725623b4,2024,,no,2024,INFRAESTRUCTURA ECONOMICA Y SOCIAL,Director Nacional de Desarrollo Socio Comunitario,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-osaba-juan-esteban,Osaba Juan Esteban,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,OSABA JUAN ESTEBAN,sí,1,24824bd724183d80,2024,,no,2024,,Director Nacional de Asistencia al Desarrollo Muni,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-recalde-margarita-alejandra,Recalde Margarita Alejandra,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,RECALDE MARGARITA ALEJANDRA,sí,1,89fd30f7491659d8,2020|2021|2022|2023,,no,2023,,diputada provincial,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-retamoso-maria-florencia,Retamoso María Florencia,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,RETAMOSO MARIA FLORENCIA,sí,1,2b2986a300970150,2018,,no,2018,HONORABLE SENADO DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-rodriguez-alberti-jorge-martin,Rodriguez Alberti Jorge Martín,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,RODRIGUEZ ALBERTI JORGE MARTIN,sí,1,7916e95e5b6c14c2,2019|2020|2021|2022|2023,,no,2023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBI,subdirector ejecutivo,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-sotelo-larcher-nahuel,Sotelo Larcher Nahuel,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,SOTELO LARCHER NAHUEL,sí,1,6798b556ba119e4e,2024,,no,2024,,Secretario de Culto y Civilización,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-sotolano-maria-angel,Sotolano María Angel,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,SOTOLANO MARIA ANGEL,sí,1,8868f52b5b9c93d3,2021|2022|2023,,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-vannelli-sofia,Vannelli Sofía,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,VANNELLI SOFIA,sí,1,e68b98caa153ece1,2020|2021,,no,2021,MINISTERIO DE TRANSPORTE,Directora de Control Técnico de Concesiones,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-vitale-mariela-silvina,Vitale Mariela Silvina,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,VITALE MARIELA SILVINA,sí,1,3e8c89f90b7f43ec,2024,,no,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,JEFE,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-dip-zurro-avelino-ricardo,Zurro Avelino Ricardo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,ZURRO AVELINO RICARDO,sí,1,c115d6217083ea05,2019|2020|2021|2022|2023,,no,2023,H CAMARA DE DIPUTADOS PCIA BS AS,DIPUTADO PROVINCIAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-arietto-maria-florencia,Maria Florencia Arietto,Legislaturas provinciales,Senador/a provincial,Buenos Aires,ARIETTO MARIA FLORENCIA,no,1,9f5c1a9de2061b44,2017|2018|2019,,no,2019,MINISTERIO DE SEGURIDAD,ASESORA GABINETE DE UNIDAD MINISTRO DE SEGURIDAD,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-balaudo-analia,Analia Balaudo,Legislaturas provinciales,Senador/a provincial,Buenos Aires,BALAUDO ANALIA,no,1,39349caedeabda0c,2024,,no,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,jefe oficina anses,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-bambaci-maria-luz,Maria Luz Bambaci,Legislaturas provinciales,Senador/a provincial,Buenos Aires,BAMBACI MARIA LUZ,no,1,b43db72b53f03b41,2017|2018|2019|2024,,no,2024,ENTE NACIONAL DE COMUNICACIONES (ENACOM),DIRECCION DE JURIDICOS,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-cabezas-gonzalo,Gonzalo Cabezas,Legislaturas provinciales,Senador/a provincial,Buenos Aires,CABEZAS GONZALO DARIO,no,1,a2eb4581596ccbc1,2024,,no,2024,VICEJEFATURA DE GABINETE DEL INTERIOR O. P.,Director Nacional de Relación con los Municipios,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-fagioli-federico,Federico Fagioli,Legislaturas provinciales,Senador/a provincial,Buenos Aires,FAGIOLI FEDERICO,no,1,a6351af58397fc53,2018|2019|2020|2021|2022|2023,,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputado Nacional por la Provincia de Buenos Aires,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-galmarini-malena,Malena Galmarini,Legislaturas provinciales,Senador/a provincial,Buenos Aires,GALMARINI MALENA,no,1,ec7f990b60a9370e,2019|2020|2021|2022|2023,,no,2023,,PRESIDENTE AYSA S.A.,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-gonzalez-santalla-emmanuel-severo,Emmanuel Severo González Santalla,Legislaturas provinciales,Senador/a provincial,Buenos Aires,GONZALEZ SANTALLA EMMANUEL SEVERO,no,1,747adbcc60991828,2020,,no,2020,HONORABLE CAMARA DE SENADORES PCIA BS AS,SENADOR PROVINCIAL TITULAR,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-leguizamon-brown-marcelo,Marcelo Leguizamón Brown,Legislaturas provinciales,Senador/a provincial,Buenos Aires,LEGUIZAMON BROWN MARCELO LEONEL,no,1,b43e43234bf28b52,2017,,no,2017,DIRECCION NACIONAL DE MIGRACIONES,Delegado de la Delegación La Plata de la DNM,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-macha-monica-fernanda,Monica Fernanda Macha,Legislaturas provinciales,Senador/a provincial,Buenos Aires,MACHA MONICA FERNANDA,no,1,a1434eddb154f8c6,2017|2018|2019|2020|2021|2022|2023|2024,,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-martinez-maria-cecilia,Maria Cecilia Martinez,Legislaturas provinciales,Senador/a provincial,Buenos Aires,MARTINEZ MARIA CECILIA,no,1,3e43fb34d2b372b6,2017|2018|2019|2020|2021|2022|2023|2024,,no,2024,SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENT,INSPECTORA,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-martinez-maria-rosa,Maria Rosa Martinez,Legislaturas provinciales,Senador/a provincial,Buenos Aires,MARTINEZ MARIA ROSA,no,1,a53675150ee4158d,2018|2019|2020|2021|2022|2023,,no,2023,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
prov-ba-sen-montenegro-guillermo-tristan,Guillermo Tristan Montenegro,Legislaturas provinciales,Senador/a provincial,Buenos Aires,MONTENEGRO GUILLERMO TRISTAN,no,1,18523419400e7254,2017|2018|2019,,no,2019,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
