Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55267;ACUATRO S.A.;2022-03-07;NUEVOSTGDEP;NSD;Pesos;50000;500;12;0;12;100;30,00;Personas humanas en relación de dependencia;,00;250,93;Fija;250,93;2924,42;Provincia de Santiago del Estero;PERIODICIDAD DE VARIACION DE TASAS ANUAL BONIFICACION DE DIECISEIS PROCIENTO PARA PRODUCTOS DE SEIS Y DOCE CUOTAS PAGANDO EN TERMINO
55267;ACUATRO S.A.;2022-03-07;PREMIUMTUCPUB;PTP;Pesos;50000;500;12;0;12;100;30,00;Empleados públicos;,00;230,08;Fija;230,08;2750,67;Provincia de Tucumán;PERIODICIDAD DE VARIACION DE TASAS ANUAL BONIFICACION DE DIECISEIS PROCIENTO PARA PRODUCTOS DE SEIS Y DOCE CUOTAS PAGANDO EN TERMINO
55273;INSIGHT GROUP SA;2024-07-18;PRESTAMO PERSONAL;CONSUMO;Pesos;1500000;1000;6;0;0;0;30,00;Todos los beneficiarios;5,00;555,74;Fija;672,45;3046,66;Todo el territorio nacional;                                                                                                                                                                                                                                                                                                                                                                                                                                  
55276;TU PRESTAMO ONLINE SAS;2021-09-21;ADELANTO DE EFECTIVO;ADELANTO;Pesos;12000;1000;3;0;0;100;40,00;Todos los beneficiarios;,00;183,00;Fija;414,00;6783,00;Todo el territorio nacional;POSIBILIDAD DE ACCEDER A MEJORES CONDICIONES DE MONTO, TASA Y CUOTAS PARA LOS QUE RENUEVAN
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;NACION SUC C PAZ (11969);NACION SUC C PAZ;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;114,00;Fija;146,44;1405,25;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;DEBITO NACION FEB 2014;DEBITO NACION FEB 2014;Pesos;1000000;500;18;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;125,18;1221,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;DESC POR HABERES (2966);DESC POR HABERES;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;LINEA AGOSTO 2015 (11965);LINEA AGOSTO 2015;Pesos;30000;500;18;0;0;75;30,00;Todos los beneficiarios;2,50;132,00;Fija;143,11;1460,73;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;HABERES AMUTEDYC FEB (1151);HABERES AMUTEDYC FEB;Pesos;1000000;500;12;0;0;75;30,00;Todos los beneficiarios;2,50;90,00;Fija;94,80;1401,53;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;MUNIC CARLOS PAZ JUBIL (2205);MUNIC CARLOS PAZ JUBIL;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;LINEA AG  2015 NACION (11967);LINEA AG 2015 NACION;Pesos;30000;500;18;0;0;75;30,00;Todos los beneficiarios;2,50;132,00;Fija;143,11;1460,73;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;CAJA JUB UNISOL (3966);CAJA JUB UNISOL;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;DEBITO BANCOR FEB (1161);DEBITO BANCOR FEB;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;125,18;1221,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;CARLOS PAZ CAJA JUBILAD (1400);CARLOS PAZ CAJA JUBILAD;Pesos;35000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;132,11;1286,12;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55277;ASOCIACION MUTUAL FIAT CONCORD;2021-05-20;BANCOR SUC  C PAZ (11968);BANCOR SUC  C PAZ;Pesos;50000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;114,00;Fija;157,11;1505,25;Provincia de Córdoba;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55279;SOLVENTA SAS;2026-04-13;PRESTAMO CREDIBEL CLASICO;PRESTAMO CLASICO;Pesos;30000;5000;24;5000;12;80;25,00;Personas humanas en relación de dependencia;2,00;47,86;Fija;95,72;2430,00;Todo el territorio nacional;0
55279;SOLVENTA SAS;2026-04-13;PRESTAMO CREDIBEL CLASICO;PRESTAMO CLASICO;Pesos;10000;2000;12;5000;12;80;25,00;Personas humanas en relación de dependencia;2,00;87,00;Fija;128,00;1170,00;Todo el territorio nacional;0
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;MUNIC. CARLOS PAZ HABER (2204);MUNIC. CARLOS PAZ HABER;Pesos;35000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;132,11;1286,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;PILAR UNISOL  BANCOR (11600);PILAR UNISOL  BANCOR;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;95,64;Fija;101,30;866,66;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;UNISOL QUEREMOS CONOCERTE;UNISOL QUEREMOS CONOCERTE;Pesos;20000;500;6;0;0;75;30,00;Todos los beneficiarios;2,50;312,12;Fija;312,12;3467,02;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;MUPOL SOCIOS NUEVOS;MUPOL SOCIOS NUEVOS;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;132,00;Fija;141,09;1317,66;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;MUPOL CBU;MUPOL CBU;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;102,00;Fija;111,09;1088,67;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;UNISOL NAC BAC PAT MACRO;UNISOL;Pesos;1000000;500;6;0;0;75;30,00;Todos los beneficiarios;2,50;312,12;Fija;312,12;3467,02;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;LINEA AMES CBU (222);LINEA AMES CBU;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;114,00;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;HABERES AMEJUCA (1523);HABERES AMEJUCA;Pesos;80000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;102,00;Fija;118,44;1163,41;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;PILAR UNISOL NACION (11601);PILAR UNISOL NACION;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;99,00;Fija;120,78;1190,87;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;EMPLEADOS MUNICIP. HAB (221) ;EMPLEADOS MUNICIP. HAB;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;150,00;Fija;132,11;1286,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;SUC C PAZ NACION-MACRO (1395);SUC C PAZ NACION-MACRO;Pesos;50000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;114,00;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;SUC C PAZ BANCOR (1385);SUC C PAZ BANCOR ;Pesos;50000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;114,00;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;AMEJUCA CBU (1524);AMEJUCA CBU;Pesos;35000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;95,64;Fija;101,30;1004,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;MUPOL HABERES;MUPOL HABERES;Pesos;1000000;500;48;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;137,44;1336,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;DASPU HABERES (830);DASPU HABERES;Pesos;200000;500;36;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;126,78;1236,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;LINEA AMES ABRIL 2019 (262);LINEA AMES ;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;105,00;Fija;157,78;1536,12;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;JUBILADOS CONV 31 (2302);JUBILADOS CONV 31;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;150,00;Fija;171,78;1594,74;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;MUNIC. CARLOS PAZ JUBIL (2205);MUNIC. CARLOS PAZ JUBIL;Pesos;1000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;96,00;Fija;119,91;1188,50;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55281;ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS;2022-03-10;CLUB MUTUAL DASPU CBU (920);CLUB MUTUAL DASPU CBU;Pesos;5000000;500;24;0;0;75;30,00;Todos los beneficiarios;2,50;312,12;Fija;157,11;1505,25;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 10000 
55282;MINS LFE SAS;2024-09-06;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20,00;Personas humanas en relación de dependencia;20,00;369,26;Fija;487,10;,00;Todo el territorio nacional;
55282;MINS LFE SAS;2024-09-06;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20,00;Clientes con cuenta en la entidad;20,00;369,26;Fija;487,10;,00;Todo el territorio nacional;
55282;MINS LFE SAS;2024-09-06;PRESTAMOMINS;PRESTAMOMINS;Pesos;300000;15000;12;75000;3;75;20,00;Empleados públicos;20,00;369,26;Fija;487,10;,00;Todo el territorio nacional;
55287;COBRO FACIL SRL;2026-07-01;GENERAL PRESTAMOS;GENERAL PRESTAMOS;Pesos;900000;1000;18;100000;3;80;30,00;Todos los beneficiarios;,00;628,76;Fija;963,93;224262,00;Todo el territorio nacional;0
55288;GLOBAL CAPITAL MANAGEMENT SA;2026-06-03;R3;R3;Pesos;3000000;75000;36;367800;12;76;25,00;Personas humanas en relación de dependencia;30,00;484,70;Fija;230,00;355189,00;Todo el territorio nacional;
55288;GLOBAL CAPITAL MANAGEMENT SA;2026-06-03;ANSES 2;ANSES 2;Pesos;3000000;75000;36;367800;12;76;25,00;Beneficiarios de cuentas de la seguridad social;30,00;484,70;Fija;230,00;355189,00;Todo el territorio nacional;
55292;TRANSCON S.A.U.;2024-01-22;BAJO;B;Pesos;400000;50000;12;30000;4;70;35,00;Todos los beneficiarios;,00;366,00;Fija;366,00;3729,00;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;2024-01-22;MEDIO;M;Pesos;400000;50000;12;30000;4;70;35,00;Todos los beneficiarios;,00;394,00;Fija;394,00;3994,00;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;2024-01-22;MEDIOALTO;MA;Pesos;400000;50000;12;30000;4;70;,00;Todos los beneficiarios;,00;401,00;Fija;401,00;4060,00;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;2024-01-22;ALTO;A;Pesos;400000;50000;12;30000;4;70;,00;Todos los beneficiarios;,00;411,00;Fija;411,00;4153,00;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;2024-01-22;MEDIOBAJO;MB;Pesos;400000;50000;12;30000;4;70;35,00;Todos los beneficiarios;,00;378,00;Fija;378,00;3861,00;Todo el territorio nacional;NOAPLICA
55292;TRANSCON S.A.U.;2024-01-22;MUYALTO;MUYA;Pesos;400000;50000;12;30000;4;70;,00;Todos los beneficiarios;,00;460,00;Fija;460,00;4623,00;Todo el territorio nacional;NOAPLICA
55294;CREDITECH SA;2026-08-14;COMERCIO VIP;COMERCIO VIP;Pesos;10000000;100000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;173,62;Fija;234,56;108780,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;BLACK H;BLACK H;Pesos;7000000;50000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;337,30;Fija;483,30;163102,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;HOGAR B;HOGAR B CH;Pesos;7000000;50000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;333,45;Fija;477,23;162167,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO B;MOTO B;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;225,45;Fija;311,14;128791,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;BLACK 2;BLACK 2;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;178,70;Fija;241,95;113123,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO B CH30;MOTO B CH30;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;216,71;Fija;298,06;125994,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO A CH30;MOTO A CH30;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;186,47;Fija;253,33;115884,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO PREMIUM;MOTO PREMIUM;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;171,12;Fija;230,92;110409,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO MA;EFECTIVO MA;Pesos;3500000;50000;18;15000;4;100;40,00;Todos los beneficiarios;10,00;337,30;Fija;483,30;170404,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;CELULAR B;CELULAR B;Pesos;7000000;50000;12;15000;4;100;40,00;Todos los beneficiarios;10,00;444,40;Fija;655,25;211524,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;HOGAR A;HOGAR A CH;Pesos;7000000;50000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;314,66;Fija;447,77;157508,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO MOTOPROMO;EFECTIVO MOTOPROMO;Pesos;7000000;50000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;275,91;Fija;387,74;142394,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;COMERCIO VIP CH30;COMERCIO VIP CH30;Pesos;10000000;100000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;173,62;Fija;234,56;108780,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO A CH DIA;MOTO A CH DIA;Pesos;10000000;50000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;186,47;Fija;253,33;115854,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO HOGAR;EFECTIVO HOGAR;Pesos;7000000;50000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;369,26;Fija;533,95;167031,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO A;MOTO A;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;186,47;Fija;253,33;115864,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO RET;MOTO RET;Pesos;10000000;100000;24;15000;4;100;40,00;Todos los beneficiarios;10,00;118,99;Fija;156,54;96308,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;PLAN CORVEN;PLAN CORVEN;Pesos;4500000;100000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;286,13;Fija;403,48;103636,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;BLACK CH30;BLACK CH30;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;178,70;Fija;241,95;113123,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;CELULAR A;CELULAR A;Pesos;7000000;50000;12;15000;4;100;40,00;Todos los beneficiarios;10,00;421,23;Fija;617,54;207376,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO MOTO;EFECTIVO MOTO;Pesos;7000000;50000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;329,63;Fija;471,23;157135,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO HOGARPROMO;EFECTIVO HOGARPROMO;Pesos;7000000;50000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;310,99;Fija;442,05;152206,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;MOTO ROMA;MOTO ROMA;Pesos;10000000;100000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;191,76;Fija;261,10;117683,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;EFECTIVO ESPECIAL;EFECTIVO ESPECIAL;Pesos;7000000;50000;36;15000;4;100;40,00;Todos los beneficiarios;10,00;275,91;Fija;387,74;142394,00;Todo el territorio nacional;
55294;CREDITECH SA;2026-08-14;HOGAR 30;HOGAR 30;Pesos;7000000;50000;30;15000;4;100;40,00;Todos los beneficiarios;10,00;314,66;Fija;447,77;157508,00;Todo el territorio nacional;
55295;CREDITAM LIMITADA S.A.;2023-01-25;PRESTAMO PERSONAL;733;Pesos;200000;1000;24;33000;12;78;30,00;Personas humanas en relación de dependencia;,00;104,68;Fija;115,00;1387,25;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;400000;0;80;25,00;Beneficiarios de cuentas de la seguridad social;,08;963,96;Fija;1557,18;13029,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;95000;3;80;25,00;Personas humanas en relación de dependencia;,08;963,96;Fija;1557,18;13029,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL CONSUMO;CONSUMO;Pesos;21500000;50000;48;95000;12;80;35,00;Personas humanas Responsables Inscriptos;,08;863,48;Fija;1557,18;12382,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL CONSUMO;CONSUMO;Pesos;21500000;50000;48;95000;12;80;35,00;Personas humanas Monotributistas;,08;863,48;Fija;1557,18;12382,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;95000;12;80;25,00;Personas humanas Responsables Inscriptos;,08;963,96;Fija;1557,18;13029,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;95000;3;65;25,00;Personas humanas en relación de dependencia;,08;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL CONSUMO;CONSUMO;Pesos;21500000;50000;48;95000;3;80;35,00;Empleados públicos;,08;863,48;Fija;1557,18;12382,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL CONSUMO;CONSUMO;Pesos;21500000;50000;48;400000;0;80;35,00;Beneficiarios de cuentas de la seguridad social;,08;863,48;Fija;1557,18;12382,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;95000;3;65;25,00;Empleados públicos;,08;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;95000;12;80;25,00;Personas humanas Monotributistas;,08;963,96;Fija;1557,18;13029,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;400000;0;65;25,00;Beneficiarios de cuentas de la seguridad social;,08;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;95000;12;65;25,00;Personas humanas Responsables Inscriptos;,08;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL EFECTIVO;EFECTIVO;Pesos;5250000;50000;24;95000;3;80;25,00;Empleados públicos;,08;963,96;Fija;1557,18;13029,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL ONLINE;ONLINE;Pesos;2200000;50000;18;95000;12;65;25,00;Personas humanas Monotributistas;,08;624,14;Fija;956,54;11028,00;Todo el territorio nacional;
55296;SANTANDER CONSUMER SA;2026-08-07;CREDITO PERSONAL CONSUMO;CONSUMO;Pesos;21500000;50000;48;95000;3;80;35,00;Personas humanas en relación de dependencia;,08;863,48;Fija;1557,18;12382,00;Todo el territorio nacional;
55297;FINANCITY S.A.;2022-03-14;CREDITOS PERSONALES A SOLA FIRMA;CRED.PERS.;Pesos;200000;1;48;0;3;100;40,00;Todos los beneficiarios;12,10;152,16;Fija;165,91;1335,74;Provincia del Chubut;
55298;ESPACIO DIGITAL S.A;2026-07-17;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;1400000;10000;12;20000;0;75;99,99;Todos los beneficiarios;20,00;1128,69;Fija;1858,40;296463,00;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
